emp_no,first_name,last_name,birth_date,title,dept_no,dept_name
222770,Kazuhiko,Kushner,1965-01-22,Senior Engineer,d005,Development
222926,Limsoon,Erol,1965-01-10,Senior Engineer,d005,Development
224135,Annemarie,Bressoud,1965-01-02,Engineer,d005,Development
224335,Perry,Chachaty,1965-01-29,Senior Engineer,d005,Development
225601,Masasuke,Genin,1965-01-13,Assistant Engineer,d005,Development
225788,Ipke,Kieras,1965-01-08,Engineer,d005,Development
227354,Gio,Murtha,1965-01-12,Senior Engineer,d005,Development
227476,Macha,Schnabel,1965-01-11,Engineer,d005,Development
229727,Ewing,Millington,1965-01-23,Engineer,d005,Development
230002,Tadahiro,Backhouse,1965-01-07,Engineer,d005,Development
231798,Goetz,Alvarado,1965-01-28,Senior Engineer,d005,Development
233114,Alselm,Gargeya,1965-01-20,Senior Engineer,d005,Development
233394,Khalid,Lenart,1965-01-06,Engineer,d005,Development
233426,Etsuo,Usery,1965-01-12,Senior Engineer,d005,Development
233690,Cedric,Riefers,1965-01-17,Engineer,d005,Development
233765,Kotesh,Chachaty,1965-01-20,Engineer,d005,Development
233818,Kellie,Heydon,1965-01-01,Senior Engineer,d005,Development
235325,Gro,Prochazka,1965-01-06,Engineer,d005,Development
236315,IEEE,Raczkowsky,1965-01-31,Technique Leader,d005,Development
236827,Almudena,Rijckaert,1965-01-28,Engineer,d005,Development
239426,Vesna,Fairtlough,1965-01-08,Engineer,d005,Development
241100,Cedric,Molenaar,1965-01-23,Senior Engineer,d005,Development
241254,Jagoda,Anguita,1965-01-15,Senior Engineer,d005,Development
241567,Emran,Miara,1965-01-18,Senior Engineer,d005,Development
241872,Bluma,Fetvedt,1965-01-11,Staff,d005,Development
242800,Kazuyasu,Levergood,1965-01-11,Engineer,d005,Development
244820,Shigenori,Hertweck,1965-01-15,Senior Engineer,d005,Development
246364,Alper,Tiemann,1965-01-06,Engineer,d005,Development
247612,Chiranjit,Constantine,1965-01-04,Engineer,d005,Development
249239,Hideyuki,Decleir,1965-01-21,Senior Engineer,d005,Development
249504,Dmitry,Velardi,1965-01-07,Senior Engineer,d005,Development
249799,Jolita,Neimat,1965-01-04,Engineer,d005,Development
250452,Alexius,Plavsic,1965-01-14,Senior Engineer,d005,Development
250748,Kish,Turnbull,1965-01-27,Senior Engineer,d005,Development
251403,Utpal,DuBourdieux,1965-01-01,Technique Leader,d005,Development
251437,Shichao,Iwayama,1965-01-20,Engineer,d005,Development
251680,Moty,Sommen,1965-01-05,Senior Engineer,d005,Development
252316,Gill,Niizuma,1965-01-07,Senior Engineer,d005,Development
255657,Oldrich,Cyre,1965-01-20,Senior Engineer,d005,Development
256881,Ioana,Jakobus,1965-01-03,Senior Engineer,d005,Development
257062,Stabislas,Pardalos,1965-01-24,Senior Engineer,d005,Development
258028,Mountaz,Reinhart,1965-01-07,Engineer,d005,Development
258643,Przemyslawa,Esposito,1965-01-11,Senior Engineer,d005,Development
259718,Stepehn,Bouloucos,1965-01-24,Senior Staff,d005,Development
260153,Mingdong,Baar,1965-01-28,Technique Leader,d005,Development
260501,Dzung,Pargas,1965-01-14,Technique Leader,d005,Development
261631,Jianhua,Huttel,1965-01-08,Engineer,d005,Development
261986,Gila,Ramsak,1965-01-21,Senior Engineer,d005,Development
262210,Chinho,Bottner,1965-01-22,Assistant Engineer,d005,Development
262752,Pramod,Bierman,1965-01-04,Engineer,d005,Development
263186,Danny,Lowrie,1965-01-22,Technique Leader,d005,Development
263439,Atreye,Kabayashi,1965-01-09,Senior Engineer,d005,Development
263645,Mingsen,Lally,1965-01-19,Senior Engineer,d005,Development
264167,Baoqiu,Tomescu,1965-01-25,Senior Engineer,d005,Development
268043,Narain,Mikschl,1965-01-28,Engineer,d005,Development
272141,Tsutomu,Neiman,1965-01-13,Staff,d005,Development
272452,Mitsuyuki,Isard,1965-01-10,Engineer,d005,Development
273159,Divine,Hofmeyr,1965-01-26,Technique Leader,d005,Development
273286,Brigham,Asmuth,1965-01-26,Engineer,d005,Development
273396,Wayne,Baba,1965-01-10,Engineer,d005,Development
275158,Satyanarayana,Brandsma,1965-01-07,Engineer,d005,Development
275263,Vojin,Laventhal,1965-01-21,Engineer,d005,Development
275444,Limsoon,Leppanen,1965-01-16,Senior Engineer,d005,Development
276472,Hideyuki,Flanders,1965-01-27,Senior Engineer,d005,Development
277777,Herbert,Itzigehl,1965-01-27,Senior Engineer,d005,Development
277829,Michaela,Fandrianto,1965-01-22,Senior Engineer,d005,Development
278953,Jeanna,Ghandeharizadeh,1965-01-26,Senior Engineer,d005,Development
279115,Maren,DuCasse,1965-01-05,Engineer,d005,Development
279791,Chiranjit,Lyonns,1965-01-10,Engineer,d005,Development
281570,Zijian,Covnot,1965-01-08,Assistant Engineer,d005,Development
281848,Parke,Staylopatis,1965-01-29,Senior Engineer,d005,Development
282191,Alper,Shinomoto,1965-01-16,Engineer,d005,Development
282547,Nahum,Codenie,1965-01-18,Engineer,d005,Development
282894,Fay,Bellmore,1965-01-05,Engineer,d005,Development
284687,Oksana,Redmiles,1965-01-15,Senior Engineer,d005,Development
284691,Theron,Ressouche,1965-01-04,Engineer,d005,Development
284711,Martijn,Azevdeo,1965-01-21,Senior Engineer,d005,Development
284717,Gal,Ranta,1965-01-11,Senior Engineer,d005,Development
285396,Lena,Kohling,1965-01-27,Senior Engineer,d005,Development
285906,Arnould,Buescher,1965-01-02,Engineer,d005,Development
286452,Behnaam,Bierbaum,1965-01-26,Engineer,d005,Development
286986,Woody,Trelles,1965-01-01,Senior Engineer,d005,Development
287609,Sailaja,Negoita,1965-01-06,Senior Engineer,d005,Development
287808,Vidar,Ozeki,1965-01-09,Technique Leader,d005,Development
287984,Troy,Kobuchi,1965-01-09,Engineer,d005,Development
288028,Kauko,Narwekar,1965-01-22,Senior Engineer,d005,Development
288665,Horward,Khasidashvili,1965-01-31,Senior Engineer,d005,Development
288893,Bedrich,Rosenbaum,1965-01-30,Senior Engineer,d005,Development
289454,Bowen,Narwekar,1965-01-20,Senior Engineer,d005,Development
290284,Kwangjo,Menhardt,1965-01-08,Engineer,d005,Development
290769,Lalit,Blokdijk,1965-01-26,Senior Engineer,d005,Development
291352,Danai,Trelles,1965-01-07,Technique Leader,d005,Development
291612,Siamak,Gomatam,1965-01-30,Engineer,d005,Development
291669,Faiza,Bach,1965-01-04,Engineer,d005,Development
292110,Menkae,Showalter,1965-01-23,Engineer,d005,Development
292146,Khatoun,Pulkowski,1965-01-09,Engineer,d005,Development
292210,Masaru,Huhdanpaa,1965-01-17,Engineer,d005,Development
292515,Bernd,Thummel,1965-01-04,Assistant Engineer,d005,Development
293280,Moti,Steenbeek,1965-01-24,Senior Engineer,d005,Development
293329,Fumiya,Griswold,1965-01-15,Engineer,d005,Development
293746,Sanjay,Litecky,1965-01-25,Engineer,d005,Development
294461,Siddarth,Rosiles,1965-01-14,Senior Engineer,d005,Development
294652,Hironobu,Brodie,1965-01-27,Engineer,d005,Development
294791,Vesna,Lammel,1965-01-28,Assistant Engineer,d005,Development
294857,Caolyn,Ozeri,1965-01-15,Senior Engineer,d005,Development
295236,Kauko,Fujisawa,1965-01-24,Senior Engineer,d005,Development
295278,Val,Barvinok,1965-01-04,Senior Engineer,d005,Development
296303,Mariangiola,Heyers,1965-01-28,Technique Leader,d005,Development
297905,Marc,Bahl,1965-01-12,Assistant Engineer,d005,Development
298339,King,Benzmuller,1965-01-11,Engineer,d005,Development
400046,Hilari,Christ,1965-01-12,Senior Staff,d005,Development
400358,Angus,Jullig,1965-01-31,Senior Engineer,d005,Development
400780,Poornachandra,Asser,1965-01-09,Engineer,d005,Development
400796,Bodo,Halevi,1965-01-10,Engineer,d005,Development
402102,Kersti,Granlund,1965-01-21,Engineer,d005,Development
402718,Jeanna,Rettelbach,1965-01-17,Senior Engineer,d005,Development
403010,Toshimitsu,Sluis,1965-01-16,Senior Engineer,d005,Development
403954,Jeanna,Bratten,1965-01-10,Engineer,d005,Development
404018,Valery,Babb,1965-01-11,Senior Engineer,d005,Development
404236,Zengping,Kakkar,1965-01-12,Senior Engineer,d005,Development
404462,Anestis,Setlzner,1965-01-09,Engineer,d005,Development
404788,Basem,Beausoleil,1965-01-16,Engineer,d005,Development
406239,Marek,Tomescu,1965-01-09,Senior Engineer,d005,Development
406564,Parviz,Picco,1965-01-25,Engineer,d005,Development
408114,Geoffrey,Ladret,1965-01-05,Engineer,d005,Development
408163,Irene,Sethi,1965-01-21,Senior Engineer,d005,Development
408953,Jolita,Claffy,1965-01-26,Senior Engineer,d005,Development
409898,Divier,Ishibashi,1965-02-01,Senior Engineer,d005,Development
410372,Duri,Mitina,1965-01-08,Senior Engineer,d005,Development
410616,Gudjon,Kalorkoti,1965-01-18,Senior Engineer,d005,Development
411070,Otmar,Brandsma,1965-01-29,Senior Engineer,d005,Development
412757,Leen,Peak,1965-01-03,Engineer,d005,Development
413729,Harjit,Ernst,1965-01-02,Technique Leader,d005,Development
414091,Wuxu,Kuhnemann,1965-01-17,Engineer,d005,Development
414551,Elliott,Copas,1965-01-22,Engineer,d005,Development
414662,Ipke,Schneeberger,1965-01-21,Engineer,d005,Development
414814,Dayanand,Wielonsky,1965-01-28,Staff,d005,Development
415563,Mrinalini,Bierbaum,1965-01-21,Senior Engineer,d005,Development
416074,Alain,Lieberherr,1965-01-08,Senior Engineer,d005,Development
416383,Nectarios,Itschner,1965-01-29,Senior Engineer,d005,Development
416492,Kannan,Meriste,1965-01-15,Senior Engineer,d005,Development
416660,Nathalie,Luke,1965-01-28,Engineer,d005,Development
420086,Susuma,Kitsuregawa,1965-01-27,Senior Engineer,d005,Development
421312,Mariangiola,Bashian,1965-01-13,Engineer,d005,Development
422146,Kenton,Miara,1965-01-08,Engineer,d005,Development
423208,Joydip,Krone,1965-01-19,Engineer,d005,Development
423633,Mariusz,Tokunaga,1965-01-30,Senior Engineer,d005,Development
423993,Seshu,Kolvik,1965-01-01,Technique Leader,d005,Development
424569,Danco,Luff,1965-01-14,Engineer,d005,Development
424584,Kagan,Dredge,1965-02-01,Engineer,d005,Development
424984,Vasilis,Waleschkowski,1965-01-11,Engineer,d005,Development
425437,Moni,Staudhammer,1965-01-03,Engineer,d005,Development
425830,Guther,Conia,1965-01-30,Engineer,d005,Development
426228,Supot,Badache,1965-01-17,Engineer,d005,Development
427320,Mamdouh,Ramamoorthy,1965-01-13,Senior Engineer,d005,Development
427571,Torsten,Ranta,1965-01-20,Senior Engineer,d005,Development
428917,Theron,Billawala,1965-01-23,Engineer,d005,Development
429249,Alassane,Wolniewicz,1965-01-28,Senior Engineer,d005,Development
429481,Subhada,Emmerich,1965-01-09,Engineer,d005,Development
429569,Fumiya,Chappelet,1965-01-03,Engineer,d005,Development
430054,Erzsebet,Setiz,1965-01-22,Engineer,d005,Development
430631,Kersti,Marsiglia,1965-01-17,Engineer,d005,Development
431657,Visit,Thiran,1965-01-31,Senior Engineer,d005,Development
431882,Hideo,Varman,1965-01-21,Engineer,d005,Development
431887,Poorav,Ranst,1965-01-05,Senior Engineer,d005,Development
432261,Arve,Bergere,1965-01-30,Engineer,d005,Development
432523,Takahiro,Maquelin,1965-01-21,Engineer,d005,Development
432665,Flemming,Driscoll,1965-01-02,Engineer,d005,Development
432787,Toshiko,Ibel,1965-01-16,Senior Engineer,d005,Development
434936,Sahrah,Rosis,1965-01-15,Engineer,d005,Development
436558,Subir,Greibach,1965-01-08,Senior Engineer,d005,Development
437870,Kerhong,Lorho,1965-01-07,Staff,d005,Development
438557,Lidong,Swist,1965-01-30,Engineer,d005,Development
439377,Mari,Plessier,1965-01-28,Senior Engineer,d005,Development
440435,Sandeepan,Rosti,1965-01-03,Senior Engineer,d005,Development
442653,Mona,Hebden,1965-01-04,Engineer,d005,Development
444487,Udi,Rullman,1965-01-03,Senior Engineer,d005,Development
445570,Van,Nations,1965-01-25,Technique Leader,d005,Development
446424,DAIDA,Nooteboom,1965-01-16,Senior Engineer,d005,Development
446959,Aram,Passino,1965-01-29,Senior Engineer,d005,Development
447613,Paris,Restivo,1965-01-15,Senior Engineer,d005,Development
447999,Shiv,Vilarrasa,1965-01-05,Engineer,d005,Development
449984,Hinrich,Perin,1965-02-01,Senior Engineer,d005,Development
450184,Selwyn,Henseler,1965-01-11,Senior Engineer,d005,Development
450255,Udo,Waymire,1965-01-31,Technique Leader,d005,Development
451272,Jacopo,Krohm,1965-01-02,Engineer,d005,Development
452325,Taiji,Berstel,1965-01-14,Senior Engineer,d005,Development
452365,Fei,Gadepally,1965-01-05,Assistant Engineer,d005,Development
453790,Fai,Keirsey,1965-01-11,Engineer,d005,Development
454736,Nechama,Ermel,1965-01-24,Engineer,d005,Development
455914,Peer,Angelopoulos,1965-01-01,Senior Engineer,d005,Development
456982,Shounak,Dratva,1965-01-07,Engineer,d005,Development
457411,Xudong,Peck,1965-01-13,Senior Engineer,d005,Development
457611,Indrajit,Krogh,1965-01-09,Engineer,d005,Development
457832,Jackson,Zielinski,1965-02-01,Senior Engineer,d005,Development
458383,Mabhin,Foote,1965-01-06,Engineer,d005,Development
459172,Val,Rissanen,1965-01-19,Engineer,d005,Development
459356,Pramod,Wendorf,1965-01-21,Engineer,d005,Development
460707,Yoshinari,Lanteri,1965-01-07,Senior Engineer,d005,Development
461120,Shietung,Gelosh,1965-01-18,Senior Engineer,d005,Development
465711,Lakshmi,Frijda,1965-01-06,Engineer,d005,Development
466509,Bezalel,Verhoeff,1965-01-26,Engineer,d005,Development
467269,Nahum,Lambe,1965-01-18,Technique Leader,d005,Development
468360,Huei,Saoudi,1965-01-12,Technique Leader,d005,Development
468659,Ranga,Lemarechal,1965-01-18,Engineer,d005,Development
469253,Baruch,Basawa,1965-01-17,Engineer,d005,Development
469735,Arif,Stranks,1965-01-30,Senior Engineer,d005,Development
470472,Zhiguo,Staudhammer,1965-02-01,Engineer,d005,Development
471397,Nigel,Zirintsis,1965-02-01,Engineer,d005,Development
471532,Feiyu,Decleir,1965-01-17,Technique Leader,d005,Development
472052,Godehard,Chinal,1965-01-26,Assistant Engineer,d005,Development
472790,Zhenbing,Ibel,1965-01-23,Senior Engineer,d005,Development
474763,Mayuko,Clouatre,1965-01-07,Engineer,d005,Development
475938,Shigeaki,Lanteri,1965-01-14,Senior Engineer,d005,Development
475965,Rimon,Pietracaprina,1965-01-02,Senior Engineer,d005,Development
476361,Doohun,Preusig,1965-01-09,Technique Leader,d005,Development
477578,Marit,Paludetto,1965-01-23,Engineer,d005,Development
477969,Bluma,Mundy,1965-01-18,Engineer,d005,Development
478170,Doowon,Schoegge,1965-01-22,Engineer,d005,Development
478218,Djenana,Erol,1965-01-02,Engineer,d005,Development
478439,Yuichiro,Bale,1965-01-15,Technique Leader,d005,Development
480035,Sukumar,Georg,1965-01-26,Senior Staff,d005,Development
480268,Gaurav,Cheshire,1965-01-18,Technique Leader,d005,Development
480407,Deniz,Bennis,1965-01-01,Engineer,d005,Development
481790,Haldun,Erie,1965-01-22,Senior Engineer,d005,Development
482335,Kwangyoen,Peck,1965-01-26,Engineer,d005,Development
484756,Phule,Ruemmler,1965-01-16,Senior Engineer,d005,Development
485489,Keiichiro,Armand,1965-01-01,Senior Engineer,d005,Development
485577,Rafael,Menhoudj,1965-01-30,Senior Engineer,d005,Development
485579,Munehiro,Iwayama,1965-01-18,Engineer,d005,Development
486958,Tonny,Kropf,1965-01-06,Engineer,d005,Development
488482,Kensyu,Tsunoo,1965-01-30,Engineer,d005,Development
488693,Jiong,Zultner,1965-01-27,Senior Engineer,d005,Development
489928,Satoru,Janetzko,1965-01-28,Assistant Engineer,d005,Development
490551,Lalit,Lindqvist,1965-01-01,Engineer,d005,Development
490568,Zita,Reistad,1965-01-01,Senior Engineer,d005,Development
491079,Kwangsub,Keirsey,1965-01-06,Senior Engineer,d005,Development
491162,Panayotis,Hempstead,1965-01-14,Senior Engineer,d005,Development
492217,Heekeun,Verhaegen,1965-01-16,Senior Engineer,d005,Development
492639,Sanjoy,Porenta,1965-01-30,Engineer,d005,Development
493096,Sachem,Msuda,1965-01-31,Engineer,d005,Development
497174,Sanjiv,Bressoud,1965-01-02,Engineer,d005,Development
498185,Caolyn,Marciano,1965-01-19,Senior Engineer,d005,Development
498845,Arumugam,Pelc,1965-01-09,Senior Engineer,d005,Development
499495,Baoqiu,Kakkar,1965-01-14,Engineer,d005,Development
254044,Gunilla,Brendel,1965-01-16,Senior Engineer,d006,Quality Management
226216,Giordano,Gini,1965-01-28,Technique Leader,d006,Quality Management
290478,Tsvetan,Sherertz,1965-01-03,Engineer,d006,Quality Management
50311,Mooi,Stafford,1965-01-24,Senior Engineer,d006,Quality Management
471911,Arun,Zaccaria,1965-01-14,Engineer,d006,Quality Management
299580,Luisa,Itzfeldt,1965-01-21,Engineer,d006,Quality Management
60875,Rildo,Masaki,1965-01-21,Engineer,d006,Quality Management
246146,Zhongwei,Melski,1965-01-30,Engineer,d006,Quality Management
459685,Hirochika,Goldhammer,1965-02-01,Engineer,d006,Quality Management
72232,Naraig,Veldwijk,1965-01-10,Senior Engineer,d006,Quality Management
72640,Honglan,Hutton,1965-01-24,Engineer,d006,Quality Management
225867,Ramalingam,Remmele,1965-01-26,Senior Engineer,d006,Quality Management
457337,Xumin,Beidas,1965-01-31,Technique Leader,d006,Quality Management
469529,Neven,Rikino,1965-01-07,Engineer,d006,Quality Management
287482,Shigeaki,Gihr,1965-01-01,Engineer,d006,Quality Management
76640,Tristan,Mitsuhashi,1965-01-02,Senior Engineer,d006,Quality Management
232723,Tesuya,Bugrara,1965-01-14,Engineer,d006,Quality Management
455284,Luisa,Baig,1965-01-09,Senior Engineer,d006,Quality Management
78363,Susumu,Fritzsche,1965-01-03,Engineer,d006,Quality Management
222616,Badri,Schapire,1965-02-01,Assistant Engineer,d006,Quality Management
221369,Abdulah,Pocchiola,1965-01-28,Engineer,d006,Quality Management
61873,Woody,Rusmann,1965-01-19,Assistant Engineer,d006,Quality Management
454338,Mohammed,Georg,1965-01-24,Engineer,d006,Quality Management
284954,Anneke,Hammerschmidt,1965-01-16,Engineer,d006,Quality Management
409805,Frazer,Candan,1965-01-15,Senior Engineer,d006,Quality Management
212361,Claudi,Stanfel,1965-01-16,Engineer,d006,Quality Management
284856,Moto,Kobara,1965-01-05,Engineer,d006,Quality Management
453688,Chinya,Leslie,1965-01-24,Engineer,d006,Quality Management
209101,Xinyu,Edelhoff,1965-01-05,Senior Engineer,d006,Quality Management
247888,Abdelghani,Lagarias,1965-01-15,Senior Engineer,d006,Quality Management
84942,Shin,Fujisaki,1965-01-15,Technique Leader,d006,Quality Management
486808,Geoffrey,Siochi,1965-01-05,Senior Engineer,d006,Quality Management
469366,Aiman,Wilfing,1965-01-12,Engineer,d006,Quality Management
64487,Tsutomu,Rebaine,1965-01-27,Engineer,d006,Quality Management
85702,Udi,Merks,1965-01-04,Engineer,d006,Quality Management
450817,DAIDA,Frolund,1965-01-10,Senior Engineer,d006,Quality Management
480066,Suebskul,Menhardt,1965-01-31,Engineer,d006,Quality Management
450309,Gill,Orlowska,1965-01-08,Technique Leader,d006,Quality Management
447877,Make,Heuser,1965-01-13,Engineer,d006,Quality Management
445950,Ebru,Valtorta,1965-01-23,Senior Engineer,d006,Quality Management
92454,Visit,McFarlan,1965-01-24,Senior Engineer,d006,Quality Management
445067,Eldridge,Kawashima,1965-01-28,Engineer,d006,Quality Management
468773,Baziley,Brookner,1965-01-27,Senior Engineer,d006,Quality Management
205863,Aiichiro,Kusalik,1965-01-06,Senior Engineer,d006,Quality Management
219035,Kristine,Bierman,1965-01-18,Technique Leader,d006,Quality Management
205018,Yahiko,Awdeh,1965-01-26,Engineer,d006,Quality Management
497391,Paris,Lieblein,1965-01-30,Engineer,d006,Quality Management
93220,Richara,Walston,1965-01-11,Senior Engineer,d006,Quality Management
429087,Hugh,Senzako,1965-01-27,Technique Leader,d006,Quality Management
284561,Duri,Beznosov,1965-01-03,Senior Engineer,d006,Quality Management
232209,Nitsan,Rouquie,1965-01-11,Senior Engineer,d006,Quality Management
103342,Beshir,Hellwagner,1965-01-03,Engineer,d006,Quality Management
281692,Khosrow,Sommen,1965-01-06,Senior Engineer,d006,Quality Management
462493,Paloma,Gerlach,1965-01-12,Engineer,d006,Quality Management
105342,Kwun,Reeker,1965-01-01,Technique Leader,d006,Quality Management
429520,Yongqiao,Francisci,1965-01-06,Engineer,d006,Quality Management
402025,Shigehito,Duclos,1965-01-20,Engineer,d006,Quality Management
252185,Chaosheng,Conta,1965-01-01,Assistant Engineer,d006,Quality Management
435791,Hercules,Speer,1965-01-07,Senior Engineer,d006,Quality Management
217320,Abdelwaheb,Denis,1965-01-10,Engineer,d006,Quality Management
42955,Yucel,Lortz,1965-01-12,Engineer,d006,Quality Management
38550,JoAnne,Baez,1965-01-14,Senior Engineer,d006,Quality Management
430558,Xiong,Roisin,1965-01-07,Senior Engineer,d006,Quality Management
433260,Make,Olivero,1965-02-01,Engineer,d006,Quality Management
253029,Thodoros,Thimonier,1965-01-13,Engineer,d006,Quality Management
292504,Georgi,Bednarek,1965-01-27,Senior Engineer,d006,Quality Management
278386,Caolyn,Poujol,1965-01-15,Technique Leader,d006,Quality Management
36982,Kotesh,Rajala,1965-01-22,Senior Engineer,d006,Quality Management
24377,Lubomir,Wroclawski,1965-01-25,Senior Engineer,d006,Quality Management
52778,Alain,Penn,1965-01-15,Technique Leader,d006,Quality Management
248256,Sajjan,Falby,1965-01-05,Staff,d007,Sales
47702,Juyoung,Vieri,1965-01-21,Staff,d007,Sales
234195,Luerbio,Terkki,1965-01-07,Staff,d007,Sales
233785,Baziley,Ballarin,1965-01-30,Staff,d007,Sales
233397,Fay,Sundgren,1965-01-16,Staff,d007,Sales
46834,Tooru,Daescu,1965-01-22,Senior Staff,d007,Sales
46328,Wuxu,Trogemann,1965-01-05,Senior Staff,d007,Sales
231069,Trygve,Siksek,1965-01-22,Staff,d007,Sales
230689,Dietrich,Crabtree,1965-01-14,Senior Staff,d007,Sales
413205,Mototsugu,Prampolini,1965-01-09,Senior Staff,d007,Sales
229547,Moni,Schach,1965-01-03,Staff,d007,Sales
22415,Perla,Jumpertz,1965-01-20,Senior Staff,d007,Sales
228554,Bilhanan,Brendel,1965-01-03,Senior Staff,d007,Sales
414897,Juyoung,Willoner,1965-01-17,Staff,d007,Sales
477350,Terresa,Vigier,1965-01-01,Staff,d007,Sales
498635,Florian,Pezzoli,1965-01-09,Staff,d007,Sales
416420,Adamantios,Heemskerk,1965-01-22,Senior Staff,d007,Sales
41609,Yucai,Simmen,1965-01-04,Senior Staff,d007,Sales
225438,Remmert,Quaggetto,1965-01-14,Staff,d007,Sales
417435,Bouchung,Zaumen,1965-01-03,Senior Staff,d007,Sales
220611,Yuping,Babb,1965-01-23,Senior Staff,d007,Sales
220418,Poorav,Laventhal,1965-01-23,Staff,d007,Sales
418717,Arunachalam,Magliocco,1965-01-20,Senior Staff,d007,Sales
419099,Heon,Broomell,1965-01-15,Staff,d007,Sales
21909,Mohammed,Brizzi,1965-01-04,Staff,d007,Sales
420557,Mabhin,Eastman,1965-01-06,Staff,d007,Sales
420759,Raimond,Solovay,1965-01-04,Staff,d007,Sales
420765,Shawna,Krider,1965-01-17,Senior Staff,d007,Sales
421022,Shigeaki,Butner,1965-01-26,Senior Staff,d007,Sales
421033,Garnik,Randt,1965-01-14,Senior Staff,d007,Sales
421074,Zhaofang,Falster,1965-01-07,Staff,d007,Sales
217272,Yuchang,Eldridge,1965-01-21,Staff,d007,Sales
217026,Otmar,Engberts,1965-01-11,Staff,d007,Sales
493048,Muzhong,Berztiss,1965-01-31,Senior Staff,d007,Sales
216921,Lena,Lenart,1965-01-22,Staff,d007,Sales
423038,Takushi,Strehl,1965-01-20,Senior Staff,d007,Sales
423204,Uma,Stranks,1965-01-08,Senior Staff,d007,Sales
41137,Bikash,Buchter,1965-01-20,Senior Staff,d007,Sales
10095,Hilari,Morton,1965-01-03,Staff,d007,Sales
423327,Constantijn,Lichtman,1965-01-27,Staff,d007,Sales
423350,Heping,Monarch,1965-01-04,Staff,d007,Sales
40269,Toshiki,Ghazalie,1965-01-10,Staff,d007,Sales
424797,Theron,Itschner,1965-01-19,Staff,d007,Sales
424805,Jacqueline,Zallocco,1965-01-24,Staff,d007,Sales
39952,Otmar,Sudbeck,1965-01-02,Staff,d007,Sales
214215,Xiaoqiang,Cardazo,1965-01-25,Senior Staff,d007,Sales
213140,Tru,Danecki,1965-01-10,Staff,d007,Sales
425780,Paris,Range,1965-01-15,Staff,d007,Sales
425875,Jahangir,Kroft,1965-01-19,Senior Staff,d007,Sales
426153,Shahaf,Luce,1965-01-16,Senior Staff,d007,Sales
10291,Dipayan,Seghrouchni,1965-01-23,Staff,d007,Sales
208639,Larisa,Lukaszewicz,1965-01-27,Staff,d007,Sales
208330,Shen,Flanders,1965-01-11,Staff,d007,Sales
426824,Gopalakrishnan,Mawatari,1965-01-25,Senior Staff,d007,Sales
206748,Yucai,Fabrizio,1965-01-07,Staff,d007,Sales
205699,Youjian,Yetto,1965-01-31,Senior Staff,d007,Sales
428219,Ghassan,Androutsos,1965-01-21,Staff,d007,Sales
429231,Kazuyasu,Schmiedel,1965-01-09,Senior Staff,d007,Sales
429238,Mona,Luck,1965-01-29,Senior Staff,d007,Sales
204470,Hein,Lichtner,1965-01-22,Staff,d007,Sales
429381,Limsoon,Roohalamini,1965-01-06,Staff,d007,Sales
429532,Bartek,Vendrig,1965-01-25,Senior Staff,d007,Sales
481213,Shigehiro,Haldar,1965-01-08,Senior Staff,d007,Sales
204117,Jessie,Nooteboom,1965-01-10,Staff,d007,Sales
429954,Renny,Gladwell,1965-01-26,Staff,d007,Sales
38168,Fumiko,Deverell,1965-01-14,Senior Staff,d007,Sales
203720,Sasan,Thimonier,1965-01-30,Senior Staff,d007,Sales
203474,Hugh,Jonsson,1965-01-03,Senior Staff,d007,Sales
435370,Conal,Basart,1965-01-16,Senior Staff,d007,Sales
435602,Dietrich,Kranzdorf,1965-01-29,Staff,d007,Sales
435774,Olivera,Bharadwaj,1965-01-09,Senior Staff,d007,Sales
107828,Ramya,Walston,1965-01-26,Staff,d007,Sales
105520,Haldun,Lienhardt,1965-01-01,Senior Staff,d007,Sales
437369,Kazuhide,Biran,1965-02-01,Senior Staff,d007,Sales
104133,Pranjal,Zyda,1965-01-31,Staff,d007,Sales
36626,Fen,Genin,1965-01-02,Senior Staff,d007,Sales
101902,Mantis,Millington,1965-01-14,Staff,d007,Sales
483978,Dung,Tanemo,1965-01-24,Senior Staff,d007,Sales
101647,Mori,Homond,1965-01-22,Staff,d007,Sales
440325,Douadi,Sullins,1965-01-10,Senior Staff,d007,Sales
101487,Abdelaziz,Sury,1965-01-14,Staff,d007,Sales
440642,Snehasis,Kalsbeek,1965-01-14,Staff,d007,Sales
441197,Miquel,Legleitner,1965-01-18,Staff,d007,Sales
99590,Dhritiman,Anily,1965-01-24,Staff,d007,Sales
442002,Ravishankar,Baig,1965-01-03,Senior Staff,d007,Sales
34505,Felicidad,Kumaresan,1965-01-28,Staff,d007,Sales
95314,Rasiah,Koblick,1965-01-22,Staff,d007,Sales
443841,Shaw,Kading,1965-01-08,Staff,d007,Sales
444099,Kousuke,Worfolk,1965-01-28,Staff,d007,Sales
444208,Irena,Cesareni,1965-01-27,Senior Staff,d007,Sales
34077,Angel,Sichman,1965-01-08,Staff,d007,Sales
92841,Claude,Candan,1965-01-22,Senior Staff,d007,Sales
494995,Yongmao,Pouyioutas,1965-01-04,Staff,d007,Sales
92685,Mang,Atchley,1965-01-26,Senior Staff,d007,Sales
446121,Fay,Cochrane,1965-01-11,Staff,d007,Sales
91415,Jamaludin,Nilsson,1965-01-04,Senior Staff,d007,Sales
